state,public_use_microdata_area,WhiteNH,BlackNH,AminNH,AsianNH,OtherNH,TwoMore,Hispan,WhiteHispan,BlackHispan,HispanOther
26,03205,77279,22909,339,1269,187,2941,4961,3139,110,1712
26,03210,9245,95686,217,6711,417,1288,1339,358,664,317
26,03201,140264,17159,353,23332,200,5962,5893,3802,113,1978
26,03208,16228,134301,870,402,1810,3895,4901,2319,709,1873
35,00804,35205,1831,3120,1806,569,1833,56279,34404,330,21545
35,00802,49440,3174,4528,2943,469,2979,37241,22598,108,14535
35,00801,57913,2440,3652,6152,256,3131,29460,19856,200,9404
35,00803,37317,3708,3941,3076,432,4220,52970,33401,729,18840
35,00806,13417,1478,2821,881,350,909,93735,60334,508,32893
35,00805,48115,3547,6208,2571,817,2621,65673,45118,772,19783
35,00700,40019,1108,5351,708,110,1993,53038,37966,119,14953
35,00400,46115,3239,1073,1010,168,2574,45286,24028,271,20987
35,01100,68669,3384,4925,1616,273,2671,69818,51012,312,18494
35,01200,50489,3153,1280,821,424,1082,70975,54815,322,15838
35,00300,35298,730,7777,1709,523,1716,74990,44010,149,30831
35,00900,44211,900,3000,1045,143,1386,51697,40763,67,10867
35,00600,61938,3156,16983,2089,511,2835,57442,38230,321,18891
35,00100,12165,691,88825,1099,111,2486,22009,10942,117,10950
35,00200,45903,793,21261,692,279,2724,25289,14602,232,10455
35,00500,64243,1313,3829,2080,250,1961,76643,54516,351,21776
35,01002,36405,2516,943,1658,96,1636,66206,49915,506,15785
35,01001,22277,814,364,780,153,811,83037,62200,87,20750
49,35008,85477,1366,348,4636,259,2949,11364,6763,145,4456
36,03902,88342,5227,209,22217,196,2832,19519,11948,437,7134
36,03903,64991,37347,65,16293,533,4101,49975,27919,4057,17999
36,02500,112866,1823,2507,1049,101,2254,2454,1569,81,804
36,00905,92900,4256,31,1259,101,1811,4806,2958,127,1721
36,00904,98505,10253,69,3132,204,3857,8198,4830,662,2706
36,00903,32493,42800,315,4735,626,4151,14953,7430,2686,4837
36,00902,41360,33743,200,2030,493,3348,25056,12346,2002,10708
36,00901,112640,5851,115,3331,110,2933,7379,3625,586,3168
36,00906,141867,8456,310,12565,267,4377,7198,3963,585,2650
36,03202,77471,2978,109,13398,765,2638,15132,7849,211,7072
36,03208,89766,3317,66,3843,405,1350,9516,5384,78,4054
36,03201,80063,2576,196,19621,426,1639,10605,5383,228,4994
36,03210,65098,14944,154,3202,243,2154,17184,9523,1084,6577
36,03212,73963,7987,91,5105,367,1828,14699,5810,163,8726
36,03209,87297,1668,39,3737,253,1392,8255,5621,48,2586
36,03206,20340,57381,161,2804,383,3319,62901,20529,1979,40393
48,02600,127632,7907,574,867,264,3878,50520,36379,570,13571
48,02800,50232,3517,371,466,256,1813,45528,25912,271,19345
36,03309,75902,2774,213,4151,265,1393,10741,8052,126,2563
36,03313,44639,27856,461,4376,604,3121,30092,13761,902,15429
36,03308,80054,4603,26,6353,457,1984,16422,11113,275,5034
36,03310,23883,18307,160,3770,1210,1603,80755,41912,2507,36336
36,03002,71655,9245,143,7844,238,1910,15549,7101,1064,7384
36,03003,77045,17560,53,3204,683,1335,15169,6125,616,8428
36,03001,55950,9508,149,8350,638,1667,27318,9597,1492,16229
36,00300,116131,2228,272,958,146,2298,3458,1937,296,1225
36,00600,109977,1211,110,775,60,2379,3118,1625,333,1160
36,03103,103456,4820,264,7179,847,2345,17920,9461,338,8121
36,03104,76171,4380,138,6369,424,1991,30783,13230,587,16966
36,03106,69874,32069,660,12511,2113,3458,79498,24523,6669,48306
36,03105,93357,17541,124,16650,917,4525,34293,13080,1025,20188
36,03102,85812,14263,73,5722,329,3723,39113,13033,1081,24999
36,03107,79687,56961,268,10429,1722,3710,39614,14095,3453,22066
36,00100,99410,2576,725,1133,171,1783,2554,898,238,1418
36,02300,78613,3764,89,9621,318,4489,5343,2755,421,2167
36,02600,110961,3024,282,714,54,2732,9817,5085,413,4319
36,04110,91077,2383,101,15652,1266,2291,71115,42026,1494,27595
36,04108,53369,3665,34,35067,463,4562,18049,9517,522,8010
36,04109,37961,2157,116,50459,472,3737,41499,23033,904,17562
36,04107,8403,7241,454,46963,505,1742,75398,25563,2067,47768
36,04102,18187,8289,177,30051,473,2952,105547,41749,1854,61944
36,04101,79686,10637,269,23900,768,5195,41062,17914,1326,21822
36,04111,25565,8088,591,37489,6007,5566,60336,23528,2013,34795
36,04106,46276,21412,360,54530,1938,6018,31322,9974,1376,19972
36,04112,5325,141013,623,33129,10906,7275,36923,6237,3372,27314
36,04113,27425,18236,791,34553,10452,7489,33592,12851,1754,18987
36,04105,20646,110235,895,33782,5761,6043,26629,7657,2904,16068
36,04104,44019,2919,358,53574,368,2140,16074,7916,812,7346
36,04103,59283,4292,558,130448,852,2905,44312,13132,801,30379
36,04114,42775,45359,234,5513,1766,3199,29816,13478,2908,13430
36,00200,151492,7105,3421,1743,416,2850,5417,1483,315,3619
36,02701,78466,7163,179,2176,796,3492,16547,7461,478,8608
36,02702,111939,8477,85,2276,934,6596,14574,7183,900,6491
36,02401,86529,5030,158,2183,92,3150,2864,1454,281,1129
36,02402,91694,1328,155,711,311,1789,1809,1135,90,584
36,03810,110925,3590,57,22509,887,5199,12608,8345,353,3910
36,03807,92856,7328,124,26554,663,5059,25069,14113,1230,9726
36,03806,134189,9032,39,19369,832,5075,28193,13445,1757,12991
36,04012,33568,4657,65,43094,617,2568,53350,22062,1359,29929
36,04005,75046,8976,119,9507,630,6157,17784,8393,1496,7895
36,04018,60778,11694,98,15369,464,5120,18609,4625,1388,12596
36,04004,69876,31867,219,14718,812,6817,20213,7965,2096,10152
36,04009,42936,123967,225,9808,1522,4545,17759,5000,3945,8814
36,04016,97277,6664,82,26142,1019,4399,13768,6084,639,7045
36,04017,72168,2162,307,76292,611,4712,28943,8943,493,19507
36,04008,6802,83093,110,7937,1497,3319,59791,26125,8409,25257
36,04014,109477,3698,117,21950,1037,3011,15284,6835,555,7894
36,04006,36101,71333,33,5134,945,5366,16401,4579,4035,7787
36,04015,62950,47319,315,16943,1168,4359,23105,6541,2573,13991
36,04011,26013,64996,79,2061,480,2886,10435,2172,2570,5693
36,04001,101669,7122,270,12022,513,4986,37407,15006,3144,19257
36,04007,4395,79206,120,1479,684,2162,26608,6734,6543,13331
48,02004,96970,22475,402,23929,466,7734,27989,19743,470,7776
48,02003,112582,4939,292,10999,192,3927,14645,9891,59,4695
48,02005,75594,13687,317,5411,228,4177,29073,19225,384,9464
48,02002,48790,14987,213,12235,301,3307,35681,24322,435,10924
48,02001,59462,17671,310,22996,58,3424,26672,17962,207,8503
48,06000,96893,1036,188,1165,278,2632,33895,21151,16,12728
51,51235,94400,104961,277,4741,687,7947,16220,9224,731,6265
51,51224,56698,75738,262,3617,363,4239,6247,2812,497,2938
51,51165,92614,42313,266,17204,721,9749,15875,7146,1142,7587
51,51167,83871,18409,409,8584,243,6236,10447,5677,490,4280
51,51164,98753,21843,154,6046,154,5386,11572,5265,654,5653
51,51095,104632,13988,283,1200,408,3049,2945,2040,36,869
51,51085,94699,2743,173,982,218,3008,5672,3421,62,2189
51,51020,174758,4806,292,1105,222,2595,4848,3270,364,1214
51,51090,99636,15300,305,7955,595,3889,7527,5097,332,2098
51,51010,180524,5510,471,658,102,2041,2215,1001,332,882
51,51087,137668,17758,607,2871,406,5244,14513,8250,495,5768
51,51080,143101,10174,487,2097,235,3478,6002,3759,277,1966
51,51125,116287,38535,166,1140,484,3736,8434,5902,187,2345
51,51105,109432,63613,500,1004,81,3858,5272,3029,226,2017
51,51120,129285,33916,368,3889,576,7194,16715,6623,617,9475
51,51245,46657,17140,209,10407,611,4422,50565,32068,857,17640
51,51084,103422,6798,201,2124,323,3878,13718,10028,88,3602
51,51145,84603,55843,253,2500,236,4924,5975,2429,756,2790
51,51110,106440,5562,63,2455,456,3174,16546,10144,927,5475
27,01900,113851,2749,441,824,185,1986,11251,5954,4,5293
27,02400,107370,3058,271,3124,105,2217,11768,6560,76,5132
27,00900,135291,10932,289,3410,545,3764,5557,2776,55,2726
27,00700,127554,843,719,598,257,2789,3418,1654,8,1756
27,01201,112539,5534,477,5314,263,3379,5403,3224,59,2120
27,00600,153471,1595,2354,1753,159,3986,3952,2702,117,1133
27,02000,88551,1252,1175,2218,70,1492,5144,1883,49,3212
27,00800,136715,1115,753,890,78,2736,4639,2532,83,2024
27,00100,131140,3684,2055,1952,243,2949,6855,4334,49,2472
27,00200,95937,717,13982,720,252,6008,2809,1194,213,1402
27,02300,122252,4534,646,1866,375,2716,8915,4127,10,4778
27,00400,118642,930,3693,755,1130,3349,1545,817,2,726
27,01301,106364,6568,240,8441,711,3741,6779,2970,94,3715
27,01302,71038,9824,277,13811,241,5821,6865,3521,162,3182
27,01303,54300,22508,1362,38477,653,6810,17988,8959,419,8610
27,01304,100878,23997,672,19955,1043,7677,9557,4782,338,4437
27,02600,104298,985,262,1670,109,1908,2777,1734,1,1042
27,02200,105533,3888,404,2187,23,2845,5322,3411,22,1889
27,01102,83716,14415,643,5976,88,4811,8651,4058,159,4434
27,01103,101866,5576,729,7189,105,3815,4735,2007,69,2659
27,01101,97854,3543,416,3003,146,3115,3383,1799,98,1486
27,02500,123695,9960,382,9351,290,4849,7919,5924,267,1728
27,01202,99211,6535,169,10677,208,3537,5826,3231,78,2517
27,00500,88943,2276,1541,1385,18,3973,2542,1302,22,1218
27,01503,80483,12769,128,6786,396,5369,9333,3279,307,5747
27,01501,114363,9684,314,8877,292,5619,15562,7692,195,7675
27,01502,133999,4258,383,5369,536,4577,6174,3679,55,2440
32,00300,121402,3561,6689,2912,445,4781,33960,19063,197,14700
32,00101,109183,6030,2222,15024,616,6107,51379,24054,417,26908
32,00103,89286,2531,3183,6897,288,4014,43485,20186,332,22967
32,00102,90334,1744,639,5981,155,5192,19892,10834,141,8917
32,00200,119751,1956,3225,3223,598,5202,29528,15609,69,13850
32,00404,48856,20529,933,7134,222,4485,75488,37445,656,37387
32,00412,105247,11366,556,22397,509,8674,33840,19743,251,13846
32,00402,72960,17028,1318,8324,237,7977,32816,18348,1258,13210
32,00408,105416,27912,713,44684,992,12316,48819,22879,599,25341
32,00407,93945,13874,745,18269,1047,6435,26741,11241,300,15200
32,00403,47009,44516,750,15046,641,8258,87226,47492,1349,38385
32,00410,42059,15439,1000,13065,924,4579,73796,27504,621,45671
32,00411,147780,13060,749,23984,1239,10597,37545,20912,484,16149
32,00413,70744,16226,834,34343,652,8824,37409,19175,786,17448
36,03303,99942,1265,6,5083,92,1347,8693,6031,117,2545
36,03203,65994,1851,120,24675,309,1078,10017,5075,38,4904
36,03204,54290,9342,135,25609,1323,2204,22658,9142,756,12760
36,03207,78548,2768,28,12299,1056,1881,16933,7969,259,8705
36,03211,44043,27290,67,11229,1775,3411,22832,9584,1371,11877
36,03205,62687,18479,187,13389,1197,3013,20011,7526,882,11603
36,00403,100334,1513,124,1396,174,1964,3684,1962,380,1342
36,00401,105997,1295,112,517,163,1966,2416,1205,222,989
36,00704,100737,3024,170,1422,118,2933,3030,1590,104,1336
36,00702,111981,3690,174,2206,64,3866,3786,2155,114,1517
36,00703,138546,5180,461,4570,293,4469,5672,2815,400,2457
36,00701,70121,39710,1164,9782,501,7429,13450,5772,2166,5512
36,02100,91505,5048,310,1519,262,2810,5897,3317,192,2388
36,02801,99894,6921,99,3275,259,2571,12216,6483,365,5368
36,02802,107156,22232,307,6762,1124,5967,24741,12010,1914,10817
36,01700,111949,15116,404,6894,2394,6978,11351,5042,711,5598
36,01400,121884,2565,207,1654,178,2322,5945,3068,321,2556
36,02203,98456,1162,160,613,145,1752,3043,1673,127,1243
36,01802,109452,996,316,1999,36,2052,2802,2099,63,640
36,01801,96749,2523,95,4603,357,2527,4806,2958,324,1524
36,02002,163188,8489,145,13344,287,6311,8523,4537,597,3389
36,02001,54904,26801,83,7545,408,5680,10457,4449,1758,4250
36,02202,98741,985,160,1261,45,1744,2550,1221,191,1138
36,03306,92770,10435,540,2704,364,2676,22492,17575,553,4364
36,03311,71513,6249,15,4182,208,1741,21549,10876,721,9952
36,03312,71744,7621,142,2405,173,2246,15264,8560,155,6549
36,03302,78462,3470,234,8008,118,1722,7615,4429,93,3093
36,03307,85699,9787,44,4577,533,2218,26081,18126,1576,6379
13,04004,60340,27867,52,9657,507,3542,19074,8823,771,9480
13,04500,113618,31841,232,1763,398,5619,10969,6762,1226,2981
13,00700,77545,36077,138,1136,183,2023,9647,5572,227,3848
13,02100,102999,25309,347,2916,283,3625,10360,6634,248,3478
13,03800,113548,14588,143,4455,353,3615,15059,8164,181,6714
13,03900,92898,23994,80,1568,435,1733,5482,3135,260,2087
13,02004,74016,18748,484,17333,313,3427,34320,18562,473,15285
13,02003,57226,71716,396,16137,968,4615,13703,8753,493,4457
13,02002,57454,60061,185,9326,652,5231,6857,3548,566,2743
13,02001,5053,132650,247,2148,287,3867,3150,608,877,1665
13,01007,69896,56502,256,6543,398,4326,8386,3939,889,3558
13,01008,7546,107741,125,476,410,3644,4374,1052,884,2438
13,03500,110747,11631,239,1805,215,2968,11398,5969,31,5398
13,00100,100156,35967,524,2566,230,4299,9443,5420,424,3599
36,03802,36438,28615,259,10519,760,3551,49706,11393,4524,33789
36,03801,41681,15590,132,6107,1072,3880,146301,30013,12720,103568
13,03700,90322,18863,107,2383,584,1781,6790,3976,85,2729
13,01500,92727,52221,668,5449,237,4675,10525,6152,745,3628
13,02800,155414,3147,396,1116,190,5444,20623,12967,243,7413
13,01800,81954,68545,79,1508,332,2287,8050,3947,125,3978
13,04100,104687,25783,197,6188,463,6295,10644,7053,125,3466
13,04200,59605,58316,117,904,46,1652,4014,1639,87,2288
13,03200,128890,2181,397,1085,25,1994,6349,4077,159,2113
13,02600,159208,6510,285,1675,277,4240,5393,2448,205,2740
42,03103,102700,8618,78,15295,546,3489,6810,5101,272,1437
42,03402,110408,6171,0,10754,178,3150,6374,2934,147,3293
42,03403,116737,13691,88,7801,232,4089,9668,5550,596,3522
42,03401,92237,3138,11,8468,125,2712,4069,1931,512,1626
42,03503,161297,1638,35,2005,135,2447,8728,6042,403,2283
42,03504,107407,4149,65,4207,636,2888,12514,7947,556,4011
42,03501,68525,10602,97,5150,169,3589,32018,16501,2827,12690
42,03502,104452,1777,36,1072,381,1841,5190,3272,150,1768
42,01804,114438,43185,214,3368,1147,6522,3150,1285,306,1559
42,01701,114782,50181,299,13654,652,5687,6622,3498,390,2734
42,01802,143074,3319,53,7173,382,2865,2188,1336,56,796
42,01803,111481,4558,65,3470,409,2158,2237,1463,63,711
42,01702,81242,19599,99,3960,289,3586,3928,2324,285,1319
42,01806,104922,4130,134,7048,1096,3096,2898,1667,43,1188
42,01805,86878,18365,54,885,348,3464,2482,1143,631,708
42,01807,100053,5276,192,5083,62,2056,1451,865,66,520
42,01801,91715,7620,31,3100,1446,2808,1651,765,264,622
42,01400,99344,6498,139,823,109,1925,1681,912,216,553
42,00200,118130,1448,80,600,291,2391,1600,917,60,623
42,01100,143484,3783,257,1352,79,1876,5288,3016,155,2117
42,02200,156140,4467,246,1050,131,3149,2456,1659,266,531
51,51040,158440,7848,502,7321,445,3201,5210,3035,79,2096
51,51186,50403,66493,552,3146,503,5376,8172,3751,1125,3296
51,51175,75506,72012,340,5892,956,8067,16835,8113,1592,7130
51,59308,73311,3726,64,24972,787,4357,9675,5336,204,4135
51,59301,54515,16243,123,27973,694,4909,44327,17553,401,26373
51,51155,44595,55159,415,2346,361,4079,5278,2224,660,2394
51,51115,106721,31633,467,6095,507,10442,23379,8798,773,13808
51,51206,126219,21020,172,7476,629,5999,10559,6400,221,3938
51,51255,81674,33715,259,10581,507,5546,26027,12923,885,12219
51,51135,79064,75280,400,2352,410,4605,9913,4986,1221,3706
51,59303,94235,11584,286,28868,439,6054,20480,12804,317,7359
51,04102,74795,27420,230,4480,398,4010,9016,3985,640,4391
51,04101,56105,31446,327,3364,615,3286,16586,7740,489,8357
51,04103,81326,19939,206,4051,354,4430,6116,3927,206,1983
51,51225,115965,21319,175,26139,416,6062,12836,6494,357,5985
51,51154,95808,92032,423,8277,849,10038,19601,7477,1274,10850
51,55002,83966,23385,78,3585,326,4388,6155,3624,134,2397
51,55001,52945,47081,268,4495,670,5680,9658,4242,1388,4028
51,10703,97901,11379,331,15859,534,5726,15307,9683,175,5449
51,10702,69418,10933,376,43591,878,6062,12218,6683,627,4908
51,10701,55993,7805,140,18170,891,4128,27655,13307,322,14026
51,59307,85514,12500,253,37448,805,7777,25680,14286,335,11059
51,01302,59692,15970,374,12866,650,3778,23205,12375,390,10440
51,01301,83828,5156,151,11646,474,5091,13287,7089,285,5913
51,59309,50460,7807,137,33073,345,4142,17316,9993,505,6818
47,03206,76636,36317,176,9821,140,2259,4266,2425,25,1816
47,03204,59594,32465,121,1729,79,2911,5475,2466,539,2470
47,03201,34904,90280,84,2029,225,1961,3681,1639,248,1794
47,03208,3965,97242,49,304,257,494,3449,1309,312,1828
47,01602,104190,2944,138,1234,200,1966,3498,2570,5,923
47,01604,135156,6070,432,6323,347,3370,7997,5775,30,2192
47,01603,131533,30520,384,3036,699,5355,8998,4959,133,3906
47,02402,125316,27872,346,6475,318,6648,11756,8172,491,3093
48,04636,49312,13518,261,11675,655,2901,34663,19408,913,14342
48,04637,26801,36429,144,19787,406,3060,42921,22637,1467,18817
48,04614,15187,16510,124,12881,919,1980,68184,40782,628,26774
48,04609,22279,19886,121,1387,61,1174,85540,66258,434,18848
48,04629,58090,22177,135,8738,412,3371,32149,18040,318,13791
48,04630,86536,15356,358,12661,463,3983,38823,26967,547,11309
48,04634,29221,21484,441,11978,948,3539,47915,29182,913,17820
48,04615,20478,13402,210,9989,436,1819,54485,34729,825,18931
48,04610,6489,32907,183,7481,36,946,68978,47384,770,20824
48,04635,44290,16799,605,13900,133,3530,38541,24116,386,14039
48,04638,7324,36371,192,25069,212,1268,46265,26952,471,18842
48,04604,92240,8218,370,17314,970,5017,21948,15191,257,6500
48,00100,92390,5122,1052,2058,102,2937,76178,56289,307,19582
48,05907,26973,8570,571,1412,264,1775,82997,62492,567,19938
48,05908,24101,10283,207,3402,409,3540,82022,63701,544,17777
48,05914,60257,7298,162,6457,133,5095,67386,48489,1033,17864
48,05903,14933,7716,91,977,376,1231,101276,71043,691,29542
48,05906,9698,1850,234,316,46,385,121158,91721,176,29261
32,00401,80865,18419,534,11519,782,7625,37617,21053,691,15873
32,00405,23756,21313,496,6019,659,3300,74117,33180,828,40109
32,00409,47639,20282,901,17621,961,5769,65176,23344,1115,40717
32,00406,43927,15958,441,9863,614,4631,66964,28827,884,37253
42,03206,61776,66059,607,3096,466,4745,5944,2923,988,2033
42,01600,177289,1858,73,2452,220,3002,2969,2033,50,886
42,00102,155074,3723,211,2098,428,3152,3817,1737,213,1867
42,00101,72439,14878,404,2934,630,4093,8165,3644,633,3888
42,00701,83377,4717,38,4770,227,2774,13723,8559,266,4898
42,03701,113573,2377,137,764,203,2249,8959,5618,252,3089
42,03702,112742,4579,64,1065,175,2864,7669,5082,742,1845
42,01502,131216,9588,107,741,60,4546,2723,1254,76,1393
42,04001,133273,3951,13,1880,96,2799,2429,1635,161,633
42,03404,91997,5107,135,2824,185,2841,18790,13268,239,5283
42,01300,133232,2791,78,434,170,2240,1803,1056,123,624
42,03900,119135,5266,13,620,235,3427,1646,922,37,687
42,03106,123092,24109,150,9925,386,4890,7770,4761,331,2678
44,00300,114836,3796,389,2482,330,3182,6368,3742,415,2211
44,00101,119296,4425,213,4473,467,4393,14165,6967,931,6267
12,08622,13252,24439,68,2086,896,1378,72378,56630,1786,13962
12,08617,13330,2392,67,2264,131,713,83000,66520,863,15617
12,08605,5888,75239,24,1205,966,659,27726,19098,1360,7268
12,08624,13445,22514,0,1120,164,927,81622,62201,1880,17541
12,08613,9493,7250,16,919,189,532,100907,76058,3357,21492
12,02102,72237,8605,100,1389,156,862,37993,29868,86,8039
12,02103,68718,14760,409,1069,107,1439,52075,40593,86,11396
12,02101,96524,1929,73,3113,156,1469,16162,12577,147,3438
12,01113,37637,29394,264,3037,550,1887,54503,37918,1883,14702
12,01108,64323,52292,228,1864,575,2148,31450,22508,657,8285
12,10900,182218,11822,411,6689,742,5352,16350,11250,405,4695
29,00902,89200,9646,549,3587,73,5712,9449,5319,218,3912
56,00300,109250,2024,902,2472,172,4394,18722,12285,209,6228
31,00903,53203,34157,580,8157,127,5420,12417,8328,136,3953
47,02401,100288,20305,395,4714,280,4204,15222,9831,337,5054
31,00904,59298,6063,439,2499,241,3111,39050,26252,93,12705
29,02800,149759,2878,2396,3188,127,7357,13111,8603,82,4426
47,02600,194587,9473,148,10854,705,5311,11302,7738,34,3530
47,00500,155517,14599,407,2849,97,4588,9623,4740,195,4688
56,00500,92422,711,8469,495,144,2985,12626,8397,37,4192
31,00901,147232,16310,428,6358,214,5744,11851,7120,273,4458
47,01100,101180,1160,335,795,0,2236,2127,925,109,1093
47,02504,72802,22563,306,8943,316,4275,22582,16000,199,6383
31,00400,84690,2165,295,552,51,1359,13664,9868,126,3670
13,03102,113848,4869,41,2175,91,3097,7746,5242,244,2260
13,03101,84567,11993,31,2695,316,3013,19298,12436,559,6303
13,00800,64461,32757,294,667,110,1139,10973,4602,67,6304
13,06001,54131,47273,99,1488,69,3365,8416,4601,840,2975
13,06002,40296,56277,101,6229,1277,3142,7831,5445,482,1904
13,03300,165009,8109,435,33596,706,6456,22294,13823,465,8006
13,03400,121429,13964,282,3828,510,3981,57471,40833,512,16126
13,02700,60444,3512,153,1452,67,1542,36952,29127,93,7732
13,00600,61865,42880,314,1773,164,2637,6803,3116,118,3569
13,05001,14398,82934,313,4301,111,3423,15009,6624,1219,7166
13,05002,13148,114968,42,10482,1615,3971,22845,9234,1655,11956
13,04300,76522,99306,237,3304,577,4560,15484,8611,1459,5414
13,04000,68407,112551,321,3975,1168,5469,10287,4551,2086,3650
13,00402,78641,28105,194,3209,365,2907,7312,4312,494,2506
13,00401,59998,86815,362,5042,840,4299,11560,5852,1244,4464
13,01400,57393,82882,256,3146,530,3431,5132,2519,152,2461
13,02300,82470,23025,430,969,1594,1877,8327,4633,285,3409
13,01001,77503,22163,155,9060,420,2991,14322,8687,566,5069
13,01002,61788,11184,243,31171,1053,3078,8545,5333,716,2496
13,01006,86632,20885,132,11219,981,3680,8470,4840,721,2909
13,01005,104115,22068,238,14957,1628,5970,20270,13792,605,5873
13,04600,11969,113002,132,3187,320,2639,4753,1743,611,2399
13,01003,9432,102353,638,901,600,1989,6057,2831,343,2883
13,01004,10299,113557,64,804,614,1549,5864,2453,705,2706
06,07704,84401,3504,402,14453,142,4944,68988,31763,135,37090
06,06705,34139,16484,497,26771,705,6247,31589,14073,647,16869
06,11106,68221,3176,326,10803,181,4509,44668,30010,167,14491
06,11103,31499,4217,238,12338,287,3933,147827,103993,394,43440
06,11104,62448,2275,685,6056,324,3892,49880,36120,195,13565
06,11105,49212,796,255,3033,119,3187,64984,51450,81,13453
06,11102,102879,2123,185,15344,624,4986,25094,17678,201,7215
06,11101,65712,1734,158,13842,169,4185,29195,18464,63,10668
06,03705,72372,12003,223,35395,552,6606,56845,21418,545,34882
06,00702,71486,1355,1294,5226,181,5413,16480,8200,48,8232
06,00701,87438,2423,431,5611,154,4747,21105,11444,40,9621
06,07701,46211,20265,353,46443,1056,9807,64165,23178,775,40212
06,07702,24232,14861,149,16929,623,5058,91021,53081,764,37176
51,51096,94252,30622,275,2509,279,3460,5035,2551,273,2211
51,51244,80699,16093,195,13376,353,5068,14754,8961,287,5506
51,51246,89274,69772,838,24419,1187,10681,68673,33744,2011,32918
51,51215,165203,23744,1105,2761,425,5860,6005,3544,368,2093
06,03737,5629,603,374,84846,160,1199,37425,11966,347,25112
06,03754,30179,2110,641,15699,813,2194,88216,32302,357,55557
06,03755,14638,6756,221,16186,346,1685,80880,29488,608,50784
06,03752,4418,6978,371,1724,130,402,157994,85864,268,71862
06,03742,1245,4310,133,501,151,118,125741,63320,559,61862
06,03745,1356,9198,166,720,287,779,117751,47932,450,69369
06,03732,69088,8345,338,23210,695,6296,68873,19314,525,49034
06,03739,31601,1785,454,27819,1581,2176,101566,40660,294,60612
06,03753,15424,3487,65,7764,187,1497,81391,42454,130,38807
06,03734,41982,8576,516,33660,583,4972,116216,43795,599,71822
06,03733,8903,5705,427,38621,271,2252,57881,17779,346,39756
06,03740,7438,882,151,11078,112,459,108123,54437,300,53386
06,03744,20315,14936,381,27334,608,3015,123432,52626,588,70218
06,03741,3840,1871,253,872,339,220,135206,86099,360,48747
06,03743,2447,262,165,1534,166,113,113152,46650,232,66270
06,00105,53623,15992,574,58460,1124,9200,37513,14248,601,22664
06,00102,49552,37825,926,40005,1112,9188,33099,9381,1042,22676
06,06702,60454,12845,208,17447,299,7287,23653,10744,257,12652
06,06708,33428,14050,579,35437,1381,7030,50861,19523,292,31046
06,06704,61997,15364,482,15199,191,8047,35225,16826,680,17719
06,06710,55552,17352,410,48067,306,10198,32209,15845,1059,15305
06,06709,29822,27969,353,41979,806,9370,39668,14828,1677,23163
06,06707,68250,8037,372,11325,292,5971,27755,11297,456,16002
06,06701,74829,3820,361,4103,246,5688,20722,11948,215,8559
06,06703,80351,4833,286,8927,24,6212,16067,8873,167,7027
06,05914,121391,2520,574,26129,804,8874,37675,16474,72,21129
06,05901,123047,2437,226,12061,605,7786,35677,17018,191,18468
06,05903,140013,2969,196,30610,931,8442,27097,15602,254,11241
06,05918,89156,1675,185,30673,645,6342,52218,26328,83,25807
06,05908,66065,5762,300,54384,424,5883,48804,29059,212,19533
06,05915,73604,1529,276,11792,163,6623,16035,11734,29,4272
06,05904,96988,3906,245,96170,858,13419,30841,17917,266,12658
06,05912,42734,2211,248,68899,390,4333,50127,27272,308,22547
06,05905,92582,3645,615,56778,491,8912,60175,28958,570,30647
48,05916,43177,19920,149,4633,222,4842,45692,30004,1518,14170
48,02507,61583,24733,200,4673,359,3571,25454,15657,474,9323
48,02503,27806,27141,183,10164,95,3002,64203,39515,600,24088
48,04603,44679,45064,148,17495,383,3134,16829,10783,371,5675
48,04608,5960,12480,46,720,449,269,83184,66188,388,16608
48,04601,43092,15923,157,4747,167,1878,53371,29853,304,23214
48,04607,8833,56666,122,1380,84,933,58203,42837,627,14739
48,04619,9644,10999,63,5317,286,984,85714,58500,329,26885
48,04618,4625,27867,126,2763,84,695,71904,45906,661,25337
48,04602,13575,14013,120,1789,106,890,82217,45748,420,36049
20,00602,124115,7198,351,4179,193,4143,13675,8988,307,4380
20,00604,121872,4819,233,16899,191,3716,6814,4493,133,2188
20,00603,128642,9723,408,5568,534,4832,18098,13684,118,4296
20,00601,99425,5648,258,4538,62,3466,7974,4727,247,3000
19,00400,110488,1120,287,765,40,1316,3169,2233,25,911
19,01300,105874,2398,145,7939,84,3090,4206,2337,20,1849
19,00800,111833,2927,230,986,93,2365,10053,7173,25,2855
19,02100,161803,2212,506,1108,120,3316,10129,7105,69,2955
19,01800,95890,314,146,492,44,1944,3962,2957,1,1004
19,02000,96675,3855,1712,3212,55,3383,18936,12701,388,5847
13,00900,43011,67930,183,1534,182,2082,3509,1215,372,1922
13,00300,104740,35772,275,1787,456,4400,6507,3005,167,3335
13,01300,84620,46178,181,730,597,1692,5565,3649,113,1803
13,01100,57837,48094,264,1179,311,1329,6552,3042,219,3291
13,00500,115566,36519,654,1188,63,2558,14136,7851,263,6022
01,00200,144549,33264,1612,3375,204,5671,8908,4791,391,3726
01,00400,103522,2972,1265,399,215,2751,12071,4243,29,7799
01,02500,136752,45612,898,1763,584,4145,8364,5063,489,2812
01,01500,81222,22666,121,1143,72,1132,3212,1749,170,1293
01,01700,48453,72530,133,603,63,830,1758,978,204,576
01,01000,115379,33740,552,654,133,3004,3786,2118,170,1498
