state,public_use_microdata_area,WhiteNH,BlackNH,AminNH,AsianNH,OtherNH,TwoMore,Hispan,WhiteHispan,BlackHispan,HispanOther
05,00200,164022,7915,1523,12204,647,9989,39898,13500,165,26233
05,00700,55930,36666,203,251,17,3592,3134,1167,66,1901
05,01700,49408,41805,264,1068,53,1884,2201,1042,32,1127
05,00500,159301,17954,473,1823,411,5510,7615,4361,79,3175
05,01600,131774,17470,1171,1121,35,4093,8351,4806,41,3504
05,00600,53472,37941,114,621,42,4534,3399,1912,140,1347
05,00800,93464,8140,365,655,73,3389,4162,2642,17,1503
05,01100,161958,18250,744,2438,577,5448,8524,4539,158,3827
05,00900,118302,67932,455,3958,556,7032,9433,3894,580,4959
05,01000,84513,77068,401,4568,326,3777,14781,7874,15,6892
05,01200,100891,9211,270,1564,168,2869,6017,4414,62,1541
05,00100,192131,4103,2929,12628,2902,12990,45827,32065,154,13608
04,00131,85698,6628,343,3565,420,3328,22036,16689,328,5019
04,00130,89020,4462,561,1588,498,2072,27029,15216,800,11013
04,00129,99293,3010,797,9680,322,4616,13719,9151,18,4550
04,00111,93252,1630,6435,6947,113,2187,7514,4797,32,2685
39,05403,112394,6878,74,2653,189,4117,3117,1835,35,1247
39,05301,103831,1950,0,2665,104,2024,3859,2934,248,677
39,05302,94771,6118,157,11514,233,2402,2912,1549,124,1239
39,03800,156773,7158,118,2796,292,4685,3587,2257,268,1062
39,01600,88687,14800,129,755,199,3649,2880,1715,318,847
39,03200,101035,20164,81,1237,466,7278,4499,2206,154,2139
39,03100,126613,4445,276,1657,346,3289,2386,1451,41,894
39,01804,61105,36302,148,3129,330,4657,2660,1372,251,1037
39,01803,64911,23133,245,6570,415,5070,3835,2498,75,1262
39,01805,94654,4247,89,1179,60,2095,1353,829,0,524
04,00132,71740,8668,896,5383,867,5021,43397,24321,376,18700
53,10100,175337,2123,5185,9521,484,10154,21734,8899,94,12741
53,10200,175015,3112,2967,6943,584,8280,31681,14272,343,17066
53,11000,94107,668,984,1255,159,4317,11893,6900,99,4894
53,11502,94357,4450,763,5168,244,8556,7079,3865,104,3110
53,11507,97679,2457,1032,3109,215,6190,9302,5917,78,3307
53,11505,84472,4691,1169,9723,442,7310,11920,7407,34,4479
53,11501,79408,12126,1880,9843,598,12199,14567,6692,571,7304
48,06802,4881,74,35,141,32,57,111619,92659,116,18844
48,06804,7441,1345,229,1892,74,157,115909,88055,98,27756
48,04200,116443,10497,346,1382,213,2014,10237,7087,270,2880
48,03501,54740,56501,494,8561,588,9760,42809,23398,7091,12320
48,02400,114688,1783,664,750,148,2754,17660,12475,206,4979
48,04501,90538,9578,536,2087,143,3666,55405,41282,558,13565
48,04504,88728,8158,142,4843,78,3545,41094,31141,442,9511
48,04502,122177,6491,308,3350,476,2723,27980,17017,141,10822
48,04503,81712,5146,65,7235,435,3077,20472,13226,71,7175
48,02301,45724,19715,422,11978,268,3454,34547,23785,320,10442
48,02308,39912,14734,209,20419,346,3442,33932,23768,124,10040
48,02322,39348,10787,554,42016,444,2473,26556,21388,27,5141
48,02303,36207,30872,341,6586,508,3258,43583,31896,285,11402
48,02304,15769,46002,95,240,179,2017,53876,38430,440,15006
48,02321,25018,23234,321,21243,400,2709,48708,26632,737,21339
48,02302,25297,17932,229,4272,383,1956,53074,37713,32,15329
48,02320,19983,6577,207,3621,524,1150,74414,41390,283,32741
48,03802,100711,10731,310,2637,242,3119,27749,20996,242,6511
48,03801,40099,25050,204,1651,168,1701,39673,28425,519,10729
48,05700,80949,12586,263,2852,348,3708,62324,36592,1158,24574
48,01000,107351,17708,939,988,124,3797,28731,17581,37,11113
48,01501,78105,11955,344,963,257,1982,19547,14825,227,4495
48,01502,58621,26930,285,2937,199,2287,25772,21002,231,4539
48,04626,7757,53027,140,7358,270,3860,66211,44965,1318,19928
48,04627,52529,28885,252,6227,554,2627,47674,31542,836,15296
48,04632,84327,28491,158,18194,441,5102,58283,35077,627,22579
48,04616,25319,35839,45,5276,264,1951,44697,21517,560,22620
48,04400,81127,11422,450,777,75,1972,32921,21046,26,11849
48,00200,51539,11804,596,6126,7,2323,45928,37972,277,7679
48,06900,16257,1395,89,921,77,693,80999,71344,180,9475
48,04302,64707,32417,250,5419,103,1975,31431,23333,186,7912
48,04301,36318,52112,244,4307,24,1605,22224,14601,200,7423
34,00302,72891,3181,60,14323,399,1864,28507,18622,395,9490
34,00307,59095,4684,284,26655,253,2121,21477,14125,612,6740
34,00301,35462,25935,108,11913,567,3345,35488,22142,1989,11357
34,00303,51972,3564,311,46361,612,2857,38573,26516,641,11416
34,00305,67831,1811,64,24260,227,1908,8764,6038,180,2546
34,00308,77093,1926,145,12153,386,2587,10291,7323,71,2897
34,00306,83510,1569,44,8590,135,2088,10153,6467,234,3452
34,01401,49988,13247,0,10696,961,3024,36684,23342,1639,11703
34,01404,54827,13087,71,17940,930,3388,13352,6832,399,6121
34,00701,32576,3050,158,14009,525,1691,93901,52767,1631,39503
34,00702,53405,3464,42,10681,371,2701,65448,38689,2719,24040
34,00601,40185,9988,254,47069,823,4363,37102,19011,1939,16152
34,00602,16938,44164,395,17764,1424,2740,32032,10911,2747,18374
34,00703,48888,9651,142,14977,539,2907,57556,25378,1825,30353
34,02500,59567,17530,508,1289,159,2015,19354,11975,666,6713
34,01105,83074,4309,14,6765,281,2321,9243,6414,191,2638
34,01101,77355,10914,6,1878,331,1769,8142,5243,585,2314
34,01104,82378,3424,40,3296,68,1451,8647,4767,163,3717
51,51044,86065,30318,231,3828,448,4207,7527,4168,852,2507
51,51097,118721,50030,155,1370,268,4660,7669,4054,624,2991
47,00900,115931,1816,381,515,32,1452,1644,1122,20,502
47,00800,105091,1018,346,331,59,1595,2881,1900,168,813
47,00400,165918,9135,750,1054,416,3536,9018,5089,109,3820
47,00200,120216,9127,463,453,205,2357,3510,2134,79,1297
47,01601,97718,3298,352,1294,229,2342,2752,1311,0,1441
47,01500,137665,1745,279,1179,62,3057,8182,5887,92,2203
47,01400,107632,2771,582,1361,10,1882,9306,5640,522,3144
47,03000,68914,37714,101,1121,390,2493,4365,2131,254,1980
47,02100,105844,3145,279,421,132,3692,3595,2737,10,848
47,02900,103049,24703,183,440,98,1762,3501,2226,92,1183
47,00600,115274,3409,352,780,126,2875,7677,4102,237,3338
47,02800,98965,4922,274,763,244,2068,2736,1779,99,858
47,00100,107069,20117,464,740,173,3952,5805,2473,122,3210
47,01700,119217,3416,179,1039,191,2997,4602,3387,72,1143
47,01900,154028,6873,576,1725,494,3978,9449,5808,342,3299
47,01300,113489,4990,282,2218,47,3201,4647,2870,209,1568
47,02200,121646,6582,157,1322,260,3350,5260,3004,280,1976
47,01200,150323,3236,359,746,78,1865,4498,2482,65,1951
47,00700,113465,2258,295,1227,65,1986,5892,4115,26,1751
47,00300,140667,39388,822,5518,1102,9552,21496,13697,1207,6592
47,01000,99673,2445,83,643,21,1837,1907,1145,10,752
36,03304,88839,2146,218,8853,389,1756,10349,6521,379,3449
48,00501,55688,7884,467,3016,9,2863,45962,32172,824,12966
48,00700,85537,13157,786,2824,373,3654,25823,17009,324,8490
48,06100,58592,2513,237,851,59,2179,79415,62411,150,16854
48,03502,104232,20717,343,3207,157,6266,47316,34287,1677,11352
48,06603,39334,3705,390,4634,47,1331,69655,56701,153,12801
48,06602,15225,6149,83,686,25,591,92349,78618,236,13495
48,06601,50420,3198,262,2353,251,1194,70269,57772,84,12413
48,04000,91007,24544,294,1746,243,2172,32193,24220,439,7534
48,01100,82080,28288,741,1269,105,2481,8660,5074,173,3413
48,02101,106697,18492,449,1348,206,4328,47758,33197,321,14240
48,02200,110228,2080,503,1151,32,2107,23900,18024,10,5866
48,05800,99164,3169,97,1723,638,2837,41293,30547,67,10679
48,05600,49499,5574,139,2317,148,1758,54079,42872,336,10871
48,03601,96585,21313,325,1661,240,2761,32619,24461,519,7639
48,05000,87458,27244,209,1972,288,1972,64127,34447,528,29152
48,03400,126844,10979,935,2758,86,8141,35300,23443,647,11210
48,05400,117039,8326,417,3110,1599,4489,87907,67206,879,19822
48,05913,29845,20933,156,3221,135,2427,56733,38231,1504,16998
48,05902,50323,16934,363,1884,314,3191,57824,40595,729,16500
48,05905,10672,5001,30,1534,81,1264,105850,81924,728,23198
48,05915,58944,4951,85,8111,1172,2992,41981,30760,548,10673
48,05901,10116,4162,58,588,226,524,95356,71368,376,23612
48,05909,35426,5274,231,4201,86,1552,73526,54877,115,18534
48,05910,40178,11189,352,14488,244,3266,61220,44899,603,15718
48,05911,56657,6553,38,4853,140,3376,58693,42316,724,15653
48,05912,48900,6406,135,2699,331,3277,51422,37555,525,13342
48,05904,15912,2341,106,580,185,788,93984,70679,559,22746
48,00800,157423,9839,1549,2666,480,7354,29690,21430,507,7753
48,06801,7223,295,177,581,39,27,100722,74683,90,25949
48,06803,5178,47,16,330,0,30,129705,103905,102,25698
48,06806,8639,299,62,1074,0,92,105996,79522,137,26337
48,06807,4371,759,34,146,7,46,111111,85845,33,25233
48,06805,13236,997,71,4152,1431,541,119817,78287,446,41084
27,01000,122321,4534,452,1584,401,3536,3663,1514,8,2141
27,00300,109503,1278,4851,591,444,4428,2187,1263,17,907
27,01408,94044,7928,408,7328,450,3698,5633,2874,78,2681
27,01407,103396,15516,846,5995,1031,5847,10028,4256,223,5549
27,01404,67435,21669,398,7691,218,4468,8730,4143,106,4481
27,01409,90427,7011,138,11082,1377,4023,4183,2495,38,1650
27,01406,74041,28398,2190,4006,1094,5356,18928,5305,356,13267
27,01405,80701,35339,1760,15204,364,8056,12051,4149,379,7523
48,02102,121868,6357,319,2171,81,3109,37660,30535,182,6943
48,06302,5972,501,75,800,60,177,138516,112216,314,25986
48,06301,3605,353,45,561,18,181,123983,101498,110,22375
48,02516,103643,13547,731,6987,432,4787,37657,24775,217,12665
48,02515,64082,6383,197,2209,20,2296,38734,23409,474,14851
48,02512,30133,7243,258,5011,37,1523,66133,35772,169,30192
48,02511,77370,12114,341,11612,706,3496,26176,15306,377,10493
48,02510,91516,5116,342,6132,216,3626,19932,13514,137,6281
48,02501,83423,4822,384,12157,179,3902,19571,10960,560,8051
48,02514,72455,23142,338,5308,617,3992,34847,21995,181,12671
16,00800,102920,1249,1023,4033,264,3386,10795,6592,118,4085
16,00701,108932,2516,418,3687,149,4624,11402,6131,246,5025
16,00600,109885,848,536,2460,257,3913,21040,11211,0,9829
16,00702,87133,922,370,2426,75,2918,10764,6836,270,3658
16,01200,96597,432,632,1125,181,2460,15543,7306,110,8127
16,00500,88218,430,1007,1192,113,3227,37470,14417,12,23041
16,00200,139243,563,1202,1379,851,4862,7630,4626,37,2967
21,01300,135708,13581,398,2825,424,5638,7687,3699,531,3457
21,02200,107776,3951,377,1240,192,2288,2736,1846,23,867
21,01901,82676,15263,110,3418,501,3387,10454,4480,162,5812
21,01902,143895,31372,268,9413,1369,7286,12788,6439,308,6041
21,02400,146765,7499,203,1997,103,4396,5589,2715,32,2842
21,00500,101743,11392,402,6122,165,3965,7047,3798,98,3151
21,01704,103264,15955,225,5394,465,3267,5793,3633,421,1739
21,01705,76483,31244,90,3276,184,2452,14594,8331,710,5553
21,01703,92414,11162,73,5654,198,3344,4554,3302,227,1025
21,01702,97894,11078,72,2698,649,2121,3342,1794,330,1218
21,01701,40764,74475,306,1290,398,4308,4271,2602,477,1192
21,01706,101078,22260,76,4798,914,4204,11338,8162,187,2989
21,00600,98692,2298,194,552,177,1927,2747,1612,0,1135
21,01100,135969,1422,175,814,20,881,1439,677,85,677
21,00700,95193,2024,458,700,90,1319,2785,1751,40,994
21,02000,104852,7402,36,1329,89,3107,4675,2467,102,2106
21,00400,159567,6617,231,598,95,3218,4595,2901,111,1583
21,01200,98797,5685,86,681,128,1840,2609,2055,41,513
21,00900,114526,1751,293,411,101,1704,1487,1050,7,430
21,01000,100705,1187,133,486,106,1371,830,465,0,365
21,02800,126008,1680,161,503,162,2407,1840,1090,49,701
21,01800,103107,5203,145,1552,231,2789,7025,4069,167,2789
47,03100,89082,31141,402,760,348,2591,3539,2303,139,1097
47,01800,137560,2769,366,1028,316,2958,7916,4383,59,3474
47,03202,61716,42408,152,3106,432,1939,17272,7713,96,9463
47,03203,25663,80765,351,965,128,1902,7117,4452,166,2499
47,03207,19484,73835,17,1542,1344,743,11629,2692,241,8696
47,03205,48014,49080,35,5928,190,2564,7377,4567,368,2442
06,08511,44838,2736,262,29940,393,5524,26274,15387,195,10692
06,08503,47807,4402,139,72812,577,5871,25665,11407,120,14138
06,08510,49915,4670,230,48566,323,5121,54661,22608,385,31668
06,08509,39859,5469,243,25846,957,5484,55035,17953,321,36761
06,05303,32012,3471,334,2883,99,2613,100715,44532,85,56098
06,05301,93076,5716,397,14790,608,8289,59064,28493,194,30377
06,05302,23111,1759,125,9909,127,2678,132748,33782,460,98506
06,07501,70380,7260,235,45122,1385,9442,13423,5910,232,7281
06,07506,36062,5163,141,52313,837,5876,19757,5655,557,13545
06,07505,44236,2511,78,50077,572,6806,10625,3694,131,6800
06,07504,68361,4277,241,17606,510,7390,19406,7281,103,12022
06,07502,61560,2758,203,34041,436,4755,8361,4962,19,3380
06,07507,12818,12483,249,56000,306,2872,31003,7217,757,23029
45,00900,107428,86199,453,2191,345,3270,5209,2888,273,2048
29,00100,100899,1515,371,791,104,1611,3150,2169,9,972
29,00200,99331,5404,399,1654,69,3973,6500,3329,96,3075
29,00800,125001,3449,358,1785,245,3467,4795,3197,20,1578
29,02300,85448,13850,142,166,46,2591,3602,2352,108,1142
29,01500,98780,1097,486,2070,107,2683,2330,1403,173,754
29,00300,114491,3435,404,1213,153,2391,2072,1223,119,730
29,02500,116948,732,1204,989,133,2547,2592,1679,0,913
29,00903,90042,7725,101,3677,188,4115,7560,4298,256,3006
29,01200,113705,598,757,445,61,3034,4957,3346,0,1611
29,00500,130069,11539,714,1775,295,2644,4058,3321,25,712
29,02700,125936,1582,1469,1985,181,4667,10115,5973,41,4101
29,02100,119311,3687,295,612,263,2343,2075,1425,29,621
29,00700,115382,5667,360,997,245,3736,7451,4334,157,2960
29,00600,140869,15910,578,8024,328,7762,6233,3672,14,2547
29,01100,106665,4552,560,823,125,3054,5190,3132,123,1935
29,02200,111046,10086,160,1641,189,3430,3001,2182,16,803
29,02400,95345,2501,452,721,66,2514,2198,1464,0,734
29,01400,122595,6338,835,2168,26,3832,8195,4575,228,3392
29,01300,105865,582,1034,474,94,2608,2652,1555,14,1083
29,00400,134286,4658,280,451,70,3703,4140,1890,123,2127
29,02001,102893,1029,158,1055,48,4634,2582,2038,0,544
29,02002,105380,913,360,717,117,2925,1966,1606,1,359
29,01901,23273,86446,221,3544,199,2128,2947,1409,352,1186
27,01403,61839,25841,240,17401,365,4842,5466,2178,262,3026
27,01402,90899,5869,285,11457,682,4291,4357,2538,205,1614
27,01410,80457,12380,378,6933,1491,5527,14536,4302,323,9911
02,00400,30405,1167,58176,9324,133,7141,5349,2249,111,2989
02,00200,130747,1685,10857,3015,609,11157,8099,4997,167,2935
02,00300,113100,5012,14693,8097,685,13249,12200,6728,245,5227
02,00102,92833,4554,10267,19973,508,16330,13071,6263,237,6571
02,00101,72894,10302,9850,15752,1018,10398,14340,6745,414,7181
40,01302,88524,11526,24115,740,139,14735,7387,2881,44,4462
40,00100,108446,1411,32062,1983,42,16425,6879,2652,14,4213
40,01400,86769,2448,5650,3110,117,6744,12054,6019,19,6016
40,01501,109540,6226,14783,3859,170,10298,7017,4603,59,2355
40,00701,75827,4271,7828,890,10,8902,9464,6182,22,3260
40,00602,77104,2895,9924,712,157,6293,11879,4843,105,6931
40,00400,75864,4464,2775,823,57,4999,18585,9489,201,8895
40,00500,81618,2273,2454,1293,42,4107,21294,10075,59,11160
40,01102,103379,6616,11087,852,66,7205,7356,4972,75,2309
40,00702,84981,2633,14711,853,153,13393,9171,3591,44,5536
40,00200,57150,1538,34606,1014,43,11271,7114,2766,98,4250
40,01204,124233,9731,15165,3769,254,15951,10128,6134,134,3860
40,01203,60323,24685,7130,2241,780,10666,19877,8671,300,10906
40,01005,49457,16544,3585,2686,135,7269,45400,31663,418,13319
40,01601,71909,2015,11203,1218,85,7724,5003,2686,27,2290
40,00900,200353,13273,11359,12138,545,19168,25353,14944,192,10217
40,00601,54513,17532,4123,3285,415,9210,15126,6532,1691,6903
40,00800,107925,4453,5226,4363,1132,7823,13688,6750,66,6872
40,01101,90087,1868,7391,322,24,6388,7443,4892,39,2512
16,00100,111690,772,2648,1566,90,3143,4864,2981,21,1862
16,00400,104429,249,740,1529,338,3565,15239,7129,2,8108
16,00300,96156,183,3604,690,152,2393,4906,3263,0,1643
16,01100,114784,222,1068,1101,112,2483,17643,8185,15,9443
16,01000,78615,883,923,1468,48,2178,32239,23640,68,8531
16,01300,105626,536,4076,1773,358,3369,12569,6803,79,5687
16,00900,83301,753,619,1785,247,2477,20863,14330,0,6533
12,10700,79330,13503,370,851,187,1686,9683,6787,220,2676
12,00500,232413,27426,1376,5242,1068,10262,17962,10805,286,6871
12,03101,64021,53185,431,4835,1130,5082,9960,5079,853,4028
12,03104,99737,14505,260,8006,568,5659,14181,8443,430,5308
12,03102,23188,85895,222,857,498,3105,4474,1955,518,2001
12,03103,55576,33929,224,3135,85,3649,15652,10454,678,4520
12,03105,81518,22234,149,14883,1448,4783,21839,14833,292,6714
21,02300,122392,5893,99,870,129,3193,5487,2869,122,2496
21,02700,131468,3524,262,782,88,1619,2420,1588,15,817
21,00100,171050,11777,564,1549,210,4560,6293,3167,137,2989
21,00800,105727,1374,330,180,72,1822,1399,1056,64,279
21,02600,150972,3732,155,1184,191,3232,4134,2201,16,1917
21,00200,96907,5081,164,858,28,1622,1990,1291,129,570
30,00500,139069,582,1147,1575,346,3490,5632,3350,1,2281
30,00200,179077,872,9855,2967,365,8489,7378,4409,185,2784
30,00300,144411,614,2554,822,274,4479,5909,4208,2,1699
30,00600,120976,307,21663,627,259,4719,6310,3332,312,2666
30,00400,121461,1427,12937,1085,97,4938,5319,2295,44,2980
30,00100,116521,465,10221,860,254,3136,4095,1837,97,2161
30,00700,87267,664,4343,1143,68,3778,6858,3944,347,2567
12,10503,97601,14716,357,3775,1099,2877,33642,22384,899,10359
12,10501,117643,30797,829,3615,748,3722,35505,23416,1169,10920
12,07301,63695,63347,180,4130,644,3565,9575,6099,774,2702
12,06901,88686,12108,179,1394,178,2352,12241,9226,218,2797
12,06300,118420,53889,993,745,440,3918,11568,7304,518,3746
12,09300,56565,9717,1332,989,163,1377,37634,29688,511,7435
12,02700,92898,15790,174,1983,476,3160,43574,30816,351,12407
12,07300,99710,26787,159,6472,279,3753,9567,6234,110,3223
12,08611,11817,49802,147,1432,142,1015,52799,32963,3068,16768
12,08603,18323,48095,432,1840,712,1451,36494,26972,1704,7818
12,08623,26310,18623,254,2771,710,2545,70852,54538,1425,14889
12,08616,34436,3001,17,3193,793,1257,62463,51045,486,10932
12,08614,29076,4728,188,2709,173,1427,78884,59848,743,18293
12,08612,37557,6621,95,2179,970,1060,53140,33343,1174,18623
12,08604,45259,3195,114,1895,470,1121,50869,36805,785,13279
12,08602,2997,55916,111,995,205,1073,39656,28217,2566,8873
12,08607,3385,427,38,605,33,104,102295,80171,1092,21032
12,08609,2705,448,3,433,37,147,94712,75313,1196,18203
12,08610,7135,11935,109,1025,411,264,83228,64340,1509,17379
12,08606,2858,60111,11,469,272,752,42189,26806,3782,11601
12,08620,18058,1382,18,2849,149,921,78140,61788,492,15860
12,08608,10985,2134,6,3054,197,284,117908,101185,1160,15563
12,08618,9249,2404,102,1359,127,344,96979,79424,926,16629
12,08619,12769,1661,23,2393,311,500,88373,71344,612,16417
12,08621,18274,5822,120,3534,1348,1425,90274,67485,976,21813
11,00105,92675,37122,289,12308,488,5560,17281,9307,728,7246
11,00104,6668,145727,352,686,1180,3634,6749,1094,2070,3585
11,00103,46871,60959,189,3237,439,3458,10463,4839,1118,4506
11,00102,33306,60435,293,4079,945,3714,32092,7655,1753,22684
29,01902,110526,52028,402,6735,1050,5518,9583,6241,306,3036
29,02601,154493,1023,585,921,184,4282,4145,2291,376,1478
29,02602,105246,6195,814,2169,196,5702,6001,3632,67,2302
29,02603,111181,2543,252,3408,313,3794,4578,2824,0,1754
29,01005,73829,55664,334,2687,555,5493,9938,4639,493,4806
29,01001,70743,66875,433,4810,839,5233,29055,14184,817,14054
29,01004,89609,8515,137,2250,331,3992,5136,3084,137,1915
29,01002,85591,22437,460,2503,1166,4219,12511,4665,86,7760
29,01003,113161,7870,342,2580,670,3245,7520,4242,9,3269
29,01703,117335,6066,238,2831,326,3956,5372,3530,24,1818
29,01702,130122,5979,20,3149,278,3612,4324,2490,63,1771
29,01701,97597,5850,132,4393,110,3060,3722,2731,86,905
29,01600,97965,761,245,536,125,2154,1843,1090,2,751
29,01801,17813,94288,224,440,269,2896,1020,386,74,560
29,01807,139550,6536,362,3732,598,5062,4497,2953,123,1421
28,01900,120113,15942,474,877,214,2943,4668,3140,33,1495
28,00700,48678,65904,93,256,120,754,1812,478,72,1262
42,03601,116228,16912,205,3673,369,6048,24644,14664,1515,8465
42,03602,117077,3322,3,1464,112,2447,4940,2856,428,1656
42,02003,99462,848,21,601,130,1432,793,375,11,407
42,02002,137642,4540,70,1364,131,3188,1636,1063,95,478
42,02001,90791,2831,28,1642,80,1546,1933,1405,144,384
37,00900,65077,67912,679,996,104,2384,9204,3876,182,5146
37,03900,62345,29454,1297,596,68,2614,25890,16740,331,8819
37,03700,93461,15655,863,2013,234,3211,11049,7300,68,3681
37,05300,75454,26954,242,1035,213,1917,15665,11194,324,4147
37,01301,74279,61075,329,12961,558,5444,18434,11204,751,6479
37,01302,61080,50654,261,2871,342,4765,24617,15030,485,9102
37,04200,97253,62446,496,3339,331,4570,11526,3865,306,7355
37,02500,127207,5251,443,1665,531,2318,12969,9314,371,3284
37,02700,109871,11970,286,1471,305,2320,7682,4506,26,3150
37,00500,64694,46356,491,750,361,3567,10034,3750,244,6040
37,04000,65483,37459,320,1508,220,3819,14944,11323,140,3481
37,01704,70907,44334,472,7479,294,3376,15238,7203,876,7159
37,01702,35661,60123,712,8611,1043,3237,11564,5926,673,4965
37,01701,74537,44645,422,5411,767,3453,9028,5596,309,3123
37,01703,83420,31356,385,5985,339,2636,7549,4828,151,2570
37,04600,93988,15631,266,1616,70,3087,8029,3684,221,4124
37,04700,130989,22868,347,2085,563,4111,9689,5915,507,3267
51,59306,52507,15594,108,20244,330,3547,19063,12012,300,6751
51,59305,71665,6629,271,27654,532,5374,11958,7922,141,3895
37,05003,40194,44509,1437,3409,373,4671,15492,7324,1270,6898
37,02600,105748,19493,375,848,493,2762,6315,3413,107,2795
37,05200,61541,45506,9432,1537,486,4077,11691,4653,625,6413
37,01900,89869,5045,351,602,200,2285,9330,5855,117,3358
